,平均気温(℃),降水量の合計(mm),日照時間(時間),1日前平均気温(℃),2日前平均気温(℃),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時)
2010/1/29,8.9,0,5.6,8.9,9.2,晴時々曇,晴後時々曇
2010/1/30,8.9,0,7.9,9.2,5.9,晴時々薄曇,晴一時曇
2010/1/31,9.2,0,7.8,5.9,4.2,曇後晴,晴時々薄曇
2010/2/1,5.9,31.5,0.8,4.2,3.7,雪時々みぞれ後曇,曇後雨
2010/2/2,4.2,1.5,3.2,3.7,2.9,薄曇一時晴,曇時々晴
2010/2/3,3.7,0.5,6.9,2.9,4.9,曇一時雪後晴,晴時々曇
2010/2/4,2.9,0,7.2,4.9,3.2,晴,晴
2010/2/5,4.9,0,9.8,3.2,4.9,晴,晴
2010/2/6,3.2,0,7.7,4.9,6.3,快晴,晴
2010/2/7,4.9,0,9.9,6.3,11.8,晴一時薄曇,快晴
2010/2/8,6.3,0,7.2,11.8,8.5,薄曇後晴,晴時々薄曇
2010/2/9,11.8,0,7.8,8.5,4.5,曇一時晴,晴後薄曇
2010/2/10,8.5,0,0,4.5,3.5,雨後一時曇,曇後一時雨
2010/2/11,4.5,10,0,3.5,2.2,雨時々みぞれ一時雪、あられを伴う,雨時々曇
2010/2/12,3.5,2,0,2.2,4.6,曇後一時雪,曇時々雪一時雨
2010/2/13,2.2,0.5,0,4.6,5.3,雪後曇,雪後みぞれ
2010/2/14,4.6,0,6.6,5.3,3.9,曇,晴後曇
2010/2/15,5.3,17,0,3.9,3.1,雨後一時曇,雨一時曇
2010/2/16,3.9,0.5,0,3.1,3.5,雪時々曇一時みぞれ,曇時々雨一時雪
2010/2/17,3.1,0,0,3.5,5.7,曇時々雪一時みぞれ,曇
2010/2/18,3.5,2,0,5.7,7,晴一時曇,曇一時雪
2010/2/19,5.7,0,5,7,6.1,晴後一時曇,曇後時々晴
2010/2/20,7,0,9.2,6.1,6.5,晴,快晴
2010/2/21,6.1,0,5.9,6.5,9.7,曇一時晴,晴後時々曇
2010/2/22,6.5,0,1.9,9.7,12,晴後薄曇,曇後一時晴
2010/2/23,9.7,0,7.6,12,13.9,晴一時曇,薄曇後晴
2010/2/24,12,0,9.7,13.9,16.9,快晴,晴一時曇
2010/2/25,13.9,0,8.1,16.9,10.9,曇,晴時々薄曇
2010/2/26,16.9,2.5,0,10.9,6.4,雨,曇後雨
2010/2/27,10.9,30,0.1,6.4,9,雨時々曇,雨時々曇
2010/2/28,6.4,17,3.7,9,5.3,曇一時晴,雨一時みぞれ後晴
2010/3/1,9,0.5,1.6,5.3,8.4,雨時々曇,曇
2010/3/2,5.3,1,0,8.4,7.6,曇,曇
2010/3/3,8.4,0,7.4,7.6,12.5,曇一時晴,晴後時々曇
2010/3/4,7.6,4.5,0,12.5,11.4,雨後一時晴,曇後一時雨
2010/3/5,12.5,6,9.7,11.4,6.2,曇,晴後一時薄曇
2010/3/6,11.4,5,0,6.2,5.5,曇一時霧雨後時々雨,雨後時々曇
2010/3/7,6.2,7.5,0,5.5,3.5,雨後曇,雨
2010/3/8,5.5,0,1.7,3.5,5.3,晴後曇,曇時々晴
2010/3/9,3.5,23,0,5.3,8.6,雪時々みぞれ後雨,曇後雨一時みぞれ
2010/3/10,5.3,8,4.3,8.6,10.3,晴,曇一時雨後晴
2010/3/11,8.6,0,11.1,10.3,16.1,快晴,快晴
2010/3/12,10.3,0,7.9,16.1,10.7,薄曇後晴,晴時々曇
2010/3/13,16.1,0,8.9,10.7,13.7,快晴,晴後時々薄曇
2010/3/14,10.7,0,9.6,13.7,15.5,晴時々曇,晴時々薄曇
2010/3/15,13.7,0,1.1,15.5,9.8,大雨時々曇,曇
2010/3/16,15.5,31.5,6.4,9.8,9.6,晴後曇,晴時々曇
2010/3/17,9.8,0,5.1,9.6,8.7,晴,曇後晴
2010/3/18,9.6,0,7.4,8.7,15.2,曇後雨,薄曇後一時晴
2010/3/19,8.7,0,5,15.2,15.3,晴,晴一時雨
2010/3/20,15.2,0,10,15.3,9.8,曇後一時雨,晴後一時薄曇
2010/3/21,15.3,4.5,7.9,9.8,10.9,快晴,晴一時雨
2010/3/22,9.8,0,10.2,10.9,6.9,曇時々晴後一時雨,晴一時薄曇
2010/3/23,10.9,2,1.8,6.9,5.3,雨,曇一時晴
2010/3/24,6.9,24.5,0,5.3,7.9,雨、あられを伴う,雨、あられを伴う
2010/3/25,5.3,22.5,0,7.9,8.1,雨後曇,雨
2010/3/26,7.9,3,1.6,8.1,5.5,雨後曇,曇後一時雨
2010/3/27,8.1,0,6,5.5,4.4,曇,曇時々晴
2010/3/28,5.5,0,0,4.4,5.9,曇一時雨,曇
2010/3/29,4.4,0,1,5.9,9.1,晴一時曇,曇時々雨一時みぞれ
2010/3/30,5.9,0,10.8,9.1,14.7,晴一時薄曇,晴後一時薄曇
2010/3/31,9.1,0,3.3,14.7,15.2,晴時々曇,曇一時晴
2010/4/1,14.7,0,4.9,15.2,11.1,曇一時晴,曇一時晴
2010/4/2,15.2,0,0,11.1,8.8,曇後一時晴,雨時々曇
2010/4/3,11.1,0,6.5,8.8,9.4,晴一時雨,曇後晴
2010/4/4,8.8,0,1.2,9.4,14.8,雨時々曇,曇後一時雨
2010/4/5,9.4,16,0,14.8,11.6,曇一時雨,雨後一時曇
2010/4/6,14.8,0,8,11.6,8.9,曇,晴時々曇
2010/4/7,11.6,2.5,0,8.9,11.1,雨時々曇一時晴,曇後雨
2010/4/8,8.9,0,11.4,11.1,15.6,晴後曇,晴
2010/4/9,11.1,0,4.9,15.6,17.2,曇後一時雨,薄曇
2010/4/10,15.6,0,6.9,17.2,8.6,曇時々晴,晴時々曇
2010/4/11,17.2,0,3.7,8.6,15.1,曇,曇時々晴
2010/4/12,8.6,30.5,0,15.1,13.9,雨,雨一時曇
2010/4/13,15.1,6.5,7.1,13.9,6.9,晴後曇,晴後薄曇
2010/4/14,13.9,0,5.5,6.9,5.2,曇後雨,晴後曇
2010/4/15,6.9,8,0,5.2,6.3,曇後雨,雨後一時曇
2010/4/16,5.2,9.5,0,6.3,12,雨後一時みぞれ、あられを伴う,雨
2010/4/17,6.3,22,4.2,12,15.2,曇時々晴,雨一時雪後晴、あられを伴う
2010/4/18,12,0,10,15.2,15.6,薄曇,晴後薄曇
2010/4/19,15.2,0,7.9,15.6,18.8,薄曇,薄曇一時晴
2010/4/20,15.6,6.5,0,18.8,9.1,雨後曇,曇後雨
2010/4/21,18.8,0.5,7.2,9.1,8.2,曇時々雨,薄曇一時晴
2010/4/22,9.1,22,0,8.2,11.2,雨一時曇後霧雨,雨
2010/4/23,8.2,3,0,11.2,12.7,雨時々曇,雨後時々曇
2010/4/24,11.2,0,5.8,12.7,14.4,晴一時曇,晴後一時曇
2010/4/25,12.7,0,12.2,14.4,12.7,晴,快晴
2010/4/26,14.4,0,10.9,12.7,14.1,曇一時晴,晴時々薄曇
2010/4/27,12.7,8,0.1,14.1,18.2,雨,曇後雨
2010/4/28,14.1,79,0,18.2,15.2,曇,大雨後一時曇
2010/4/29,18.2,0,10.4,15.2,16.4,晴,晴一時曇
2010/4/30,15.2,0,11.1,16.4,17.9,晴時々曇,晴後薄曇
2010/5/1,16.4,0,11.7,17.9,19,快晴,快晴
2010/5/2,17.9,0,11.4,19,20.6,晴後一時薄曇,快晴
2010/5/3,19,0,8.9,20.6,21.9,薄曇,薄曇
2010/5/4,20.6,0,7.2,21.9,22.4,薄曇後一時晴,薄曇
2010/5/5,21.9,0,10.5,22.4,20.4,薄曇,晴時々薄曇
2010/5/6,22.4,0,9.9,20.4,19.7,晴時々曇,薄曇後晴
2010/5/7,20.4,6,0,19.7,20.7,雨後晴,曇後雨
2010/5/8,19.7,0,10.1,20.7,19.1,薄曇後時々晴,晴時々薄曇
2010/5/9,20.7,0,10.8,19.1,17.1,曇,薄曇一時晴
2010/5/10,19.1,0,1.3,17.1,16.4,曇後時々雨,曇
2010/5/11,17.1,18.5,0,16.4,16.5,雨,雨後一時曇
2010/5/12,16.4,6.5,4.9,16.5,15.4,快晴,雨一時曇後晴
2010/5/13,16.5,0,10.5,15.4,15.1,曇時々雨一時晴,晴
2010/5/14,15.4,0,5.6,15.1,17.3,曇後一時晴,晴後曇
2010/5/15,15.1,0,9.5,17.3,20.7,曇,晴後一時曇
2010/5/16,17.3,0,8.9,20.7,21.6,晴,晴時々曇
2010/5/17,20.7,0,12.3,21.6,20.3,晴,晴時々薄曇
2010/5/18,21.6,0,10.2,20.3,20.2,薄曇後一時晴,薄曇時々晴
2010/5/19,20.3,5.5,1.5,20.2,24.3,雨,曇時々雨
2010/5/20,20.2,24.5,0,24.3,23.4,曇時々雨一時晴,雨後一時曇
2010/5/21,24.3,0,12.6,23.4,18.3,晴後一時薄曇,快晴
2010/5/22,23.4,0,6.8,18.3,18.1,曇,薄曇
2010/5/23,18.3,20,0,18.1,23.5,雨,雨一時曇
2010/5/24,18.1,24.5,0,23.5,17.6,曇一時霧雨,雨後一時霧雨、霧を伴う
2010/5/25,23.5,0,10.2,17.6,17.6,薄曇時々晴,晴時々薄曇
2010/5/26,17.6,2.5,0.9,17.6,18.5,雨後一時曇,曇後一時雨
2010/5/27,17.6,5.5,4.1,18.5,15.6,曇時々晴,曇後晴一時雨
2010/5/28,18.5,0,9.1,15.6,14.5,曇,晴後一時曇
2010/5/29,15.6,0,0,14.5,17.4,曇後一時雨,曇後雨一時霧雨
2010/5/30,14.5,0.5,0,17.4,17.6,曇後一時晴,曇
2010/5/31,17.4,0,9.9,17.6,19.1,曇後時々晴,晴後時々曇
2010/6/1,17.6,0,12.9,19.1,20.9,快晴,晴
2010/6/2,19.1,0,13.4,20.9,22.1,快晴,快晴
2010/6/3,20.9,0,11.8,22.1,20.2,晴,快晴
2010/6/4,22.1,1,12.5,20.2,21.4,曇一時雨、雷を伴う,晴後一時薄曇
2010/6/5,20.2,0,6,21.4,23.1,曇時々晴,曇後晴
2010/6/6,21.4,0,12.7,23.1,21.4,薄曇一時晴,晴後薄曇
2010/6/7,23.1,0,6.9,21.4,20,曇,薄曇
2010/6/8,21.4,0,0,20,22.6,雨時々曇,曇一時雨
2010/6/9,20,5.5,0,22.6,22.6,曇後晴,雨後曇
2010/6/10,22.6,0,12.1,22.6,24.5,曇,晴
2010/6/11,22.6,0,6.1,24.5,23.2,曇後晴,曇後一時晴
2010/6/12,24.5,0,11.7,23.2,18.6,晴後一時薄曇,晴
2010/6/13,23.2,0,3.2,18.6,23.1,曇後雨,曇
2010/6/14,18.6,20.5,0,23.1,25.8,雨後薄曇,雨
2010/6/15,23.1,2,8.5,25.8,26.7,雨時々曇,曇時々晴
2010/6/16,25.8,12.5,3,26.7,24.4,曇時々晴,曇時々晴一時雨
2010/6/17,26.7,0,10.1,24.4,25.2,薄曇,薄曇時々晴
2010/6/18,24.4,16.5,1.1,25.2,26.2,雨,曇後雨
2010/6/19,25.2,9.5,2.8,26.2,25.9,曇,曇一時雨
2010/6/20,26.2,0,1.9,25.9,26.1,曇後雨,曇
2010/6/21,25.9,0,4,26.1,24.2,曇,曇時々晴
2010/6/22,26.1,0,1.6,24.2,25.1,晴後雨,曇
2010/6/23,24.2,20.5,0.8,25.1,26.2,曇,雨時々曇
2010/6/24,25.1,0,7.2,26.2,26.2,晴後薄曇,薄曇後晴
2010/6/25,26.2,0,8,26.2,26.6,曇一時晴,薄曇
2010/6/26,26.2,0,0,26.6,28,雨一時曇,曇後時々雨
2010/6/27,26.6,3,0.7,28,26.4,曇時々雨,曇時々雨
2010/6/28,28,4,1.3,26.4,25.6,曇時々雨,曇後一時雨、雷を伴う
2010/6/29,26.4,4,0.1,25.6,27,雨時々曇、雷を伴う,曇一時雨
2010/6/30,25.6,9,2.1,27,26.6,晴後曇,曇後一時晴
2010/7/1,27,0.5,1.1,26.6,26.2,曇時々晴,曇後一時雨
2010/7/2,26.6,0,4.8,26.2,27.2,曇,薄曇後晴一時雨
2010/7/3,26.2,1,0.6,27.2,26.8,雨一時曇,曇
2010/7/4,27.2,11,2.9,26.8,27.1,曇一時雨,曇時々晴後一時雨
2010/7/5,26.8,3,2,27.1,25.4,曇一時雨,曇時々晴後一時雨
2010/7/6,27.1,0.5,2.6,25.4,26.4,曇時々雨,曇時々雨後一時晴
2010/7/7,25.4,6,0.2,26.4,25.5,曇時々雨一時晴,曇時々雨
2010/7/8,26.4,0,10,25.5,27.3,曇一時晴,晴時々薄曇
2010/7/9,25.5,24,0,27.3,26.3,曇時々雨後晴,曇後雨
2010/7/10,27.3,0,11.8,26.3,27.4,晴後薄曇,薄曇時々晴
2010/7/11,26.3,5,1.3,27.4,23.8,雨後一時曇,曇後雨
2010/7/12,27.4,2.5,0.7,23.8,26.1,曇,雨時々曇
2010/7/13,23.8,2.5,0,26.1,28.4,曇一時雨,曇時々雨
2010/7/14,26.1,1.5,4.9,28.4,28.5,曇一時晴,曇時々晴
2010/7/15,28.4,0,3.6,28.5,28.3,晴,曇後晴
2010/7/16,28.5,0,6,28.3,28.3,晴時々薄曇,晴一時曇
2010/7/17,28.3,0,7.4,28.3,29.8,薄曇後晴,晴時々曇
2010/7/18,28.3,0,12.3,29.8,30.8,晴,晴
2010/7/19,29.8,0,12.6,30.8,31.5,薄曇一時晴,晴後薄曇
2010/7/20,30.8,0,11.5,31.5,31.4,薄曇,薄曇
2010/7/21,31.5,0,11.4,31.4,30.8,快晴,晴一時薄曇
2010/7/22,31.4,0,11.3,30.8,30.8,曇時々晴一時雨,晴
2010/7/23,30.8,1,10.1,30.8,29.5,曇時々晴,晴
2010/7/24,30.8,0,11.9,29.5,28.6,曇時々晴、雷を伴う,晴
2010/7/25,29.5,0,8.7,28.6,29.8,曇時々雨後晴,晴後一時曇
2010/7/26,28.6,0.5,5.4,29.8,30,雨後曇、雷を伴う,晴時々曇一時雨
2010/7/27,29.8,0,11.6,30,26.3,晴一時薄曇,晴
2010/7/28,30,0,11.3,26.3,26.8,晴時々薄曇,晴
2010/7/29,26.3,6.5,0,26.8,29.2,雨時々曇,雨
2010/7/30,26.8,4.5,2.2,29.2,29.8,曇時々晴,雨時々曇一時晴
2010/7/31,29.2,0,2.5,29.8,29.4,薄曇,曇後一時晴
2010/8/1,29.8,0,8.1,29.4,29.5,薄曇,薄曇後一時晴
2010/8/2,29.4,0,1.8,29.5,29.8,曇後晴,曇後一時晴
2010/8/3,29.5,0,10.4,29.8,30,晴一時曇,晴
2010/8/4,29.8,0,9.3,30,29.6,快晴,晴一時曇
2010/8/5,30,0,12.3,29.6,29.2,晴,晴
2010/8/6,29.6,0,7.7,29.2,29.2,快晴,晴一時曇
2010/8/7,29.2,0,11.8,29.2,26.3,曇時々晴,晴後一時薄曇
2010/8/8,29.2,0,3.4,26.3,27.7,曇後雨,曇一時雨
2010/8/9,26.3,24.5,0.2,27.7,28.9,曇後時々晴,曇時々雨
2010/8/10,27.7,2,1.9,28.9,28.7,曇後時々晴,雨時々曇後晴
2010/8/11,28.9,0,6.1,28.7,28.3,晴時々曇,晴時々曇
2010/8/12,28.7,0.5,4.3,28.3,29.4,曇,曇後雨
2010/8/13,28.3,0,1.3,29.4,31.4,曇,曇
2010/8/14,29.4,0,0.3,31.4,32.2,曇,曇
2010/8/15,31.4,0,8.3,32.2,32.3,薄曇後晴,薄曇
2010/8/16,32.2,0,8.9,32.3,30.4,薄曇後一時晴,薄曇後一時晴
2010/8/17,32.3,0,11,30.4,28.7,晴後時々曇,晴
2010/8/18,30.4,0,4,28.7,27.8,曇、雷を伴う,曇時々晴
2010/8/19,28.7,0,2.1,27.8,28.6,曇一時晴,曇後晴
2010/8/20,27.8,0,1.1,28.6,29.9,曇,曇
2010/8/21,28.6,0,7,29.9,30.3,晴,曇後晴
2010/8/22,29.9,0,11.4,30.3,29.7,快晴,晴
2010/8/23,30.3,0,10.9,29.7,30.1,晴後曇,晴
2010/8/24,29.7,0,9.7,30.1,29.9,曇時々晴,晴一時曇
2010/8/25,30.1,0,9,29.9,30,晴,晴時々曇
2010/8/26,29.9,0,9.8,30,30.1,晴後一時曇,晴一時曇
2010/8/27,30,0,9.1,30.1,30.2,晴,晴
2010/8/28,30.1,0,11.3,30.2,30.5,晴時々薄曇,晴時々薄曇
2010/8/29,30.2,0,10.8,30.5,30.8,晴時々薄曇,薄曇時々晴
2010/8/30,30.5,0,7.9,30.8,30.4,晴,薄曇後一時晴
2010/8/31,30.8,0,11.4,30.4,30.1,晴,晴
2010/9/1,30.4,0,8.2,30.1,30.5,晴後一時曇,晴
2010/9/2,30.1,0,10.1,30.5,31.2,薄曇後晴,薄曇一時晴
2010/9/3,30.5,0,11.6,31.2,30.1,晴後一時薄曇,晴後一時薄曇
2010/9/4,31.2,0,11.6,30.1,29.8,晴後時々曇,晴
2010/9/5,30.1,0,5.5,29.8,31,晴時々曇,晴時々曇
2010/9/6,29.8,0,8.8,31,25.8,薄曇時々晴,晴時々薄曇
2010/9/7,31,0,8,25.8,24.6,曇一時晴,薄曇
2010/9/8,25.8,102,0,24.6,26,曇時々雨,大雨
2010/9/9,24.6,1,4.8,26,28.4,曇時々晴,曇後晴
2010/9/10,26,0,7.3,28.4,28.1,晴,曇後晴
2010/9/11,28.4,0,11.1,28.1,28.7,薄曇一時晴,晴後一時薄曇
2010/9/12,28.1,0,8,28.7,25.8,曇,薄曇
2010/9/13,28.7,1,4.3,25.8,23,曇一時雨、雷を伴う,曇時々晴一時雨
2010/9/14,25.8,3,3.5,23,20.6,曇時々雨,晴時々曇一時雨
2010/9/15,23,1.5,0.7,20.6,24.5,大雨,曇一時雨
2010/9/16,20.6,98,0,24.5,25.9,曇時々晴一時雨,大雨一時曇
2010/9/17,24.5,0,7.6,25.9,26,晴一時曇,曇後晴
2010/9/18,25.9,0,8.5,26,25.9,曇後一時晴,晴後一時薄曇
2010/9/19,26,0,7.2,25.9,27.8,曇時々晴,薄曇時々晴
2010/9/20,25.9,0.5,0.4,27.8,28.1,曇時々晴一時雨,曇時々晴一時雨
2010/9/21,27.8,0,9.6,28.1,19.8,晴後時々薄曇,薄曇後晴
2010/9/22,28.1,0,10.9,19.8,18.3,曇一時晴,晴一時薄曇
2010/9/23,19.8,59.5,0,18.3,17.8,雨後一時曇,大雨一時曇、雷を伴う
2010/9/24,18.3,4.5,0,17.8,19.3,雨,曇一時雨
2010/9/25,17.8,17.5,5.3,19.3,16.3,快晴,雨一時曇後晴
2010/9/26,19.3,4.5,7.9,16.3,18.9,大雨,晴後曇
2010/9/27,16.3,54,0,18.9,22.4,大雨,雨
2010/9/28,18.9,65,0.1,22.4,19.2,曇時々晴,雨後時々曇、雷を伴う
2010/9/29,22.4,0,4.3,19.2,20.9,曇後一時雨,曇一時晴
2010/9/30,19.2,16,0,20.9,21.2,曇時々雨,雨一時曇
2010/10/1,20.9,0.5,3.2,21.2,20.9,曇時々晴,曇後晴
2010/10/2,21.2,0,6.8,20.9,20.4,晴後一時薄曇,晴
2010/10/3,20.9,0,6.4,20.4,22.6,曇後雨,曇時々晴
2010/10/4,20.4,3,0,22.6,22,曇後一時霧雨,曇
2010/10/5,22.6,0,4.4,22,21.1,曇後一時雨,曇時々晴
2010/10/6,22,0,7.7,21.1,20.9,快晴,晴
2010/10/7,21.1,0,3.8,20.9,17.5,曇,曇時々晴
2010/10/8,20.9,0,4.4,17.5,19.8,薄曇後一時雨,晴時々曇
2010/10/9,17.5,30,0,19.8,23.4,大雨,雨
2010/10/10,19.8,54,1.6,23.4,22.5,晴,雨後曇一時晴
2010/10/11,23.4,0,10.7,22.5,23,薄曇時々晴一時雨,晴
2010/10/12,22.5,3,2.4,23,21.4,曇後時々雨,曇時々晴一時雨
2010/10/13,23,2.5,3.1,21.4,21.3,曇後雨,曇後晴一時雨
2010/10/14,21.4,1,1.3,21.3,21.4,曇後雨,曇後一時晴
2010/10/15,21.3,0,1.1,21.4,20.9,曇一時雨,曇一時雨後晴
2010/10/16,21.4,1.5,5.1,20.9,19.4,晴後曇,曇後晴
2010/10/17,20.9,0,0.5,19.4,18.6,薄曇後晴,曇
2010/10/18,19.4,0,4.6,18.6,18.9,曇,薄曇時々晴
2010/10/19,18.6,0,0.1,18.9,18.4,曇後一時雨,曇
2010/10/20,18.9,0,0,18.4,17.7,曇時々雨,雨後曇
2010/10/21,18.4,3,0,17.7,16.4,曇時々雨,雨
2010/10/22,17.7,0,0,16.4,15.4,曇後一時晴,曇
2010/10/23,16.4,0,7.3,15.4,17.9,薄曇,晴後薄曇
2010/10/24,15.4,16,0.1,17.9,16.7,雨後一時曇,曇後一時雨
2010/10/25,17.9,2,0.7,16.7,12.6,曇時々雨,曇時々雨
2010/10/26,16.7,1.5,0,12.6,10,曇,曇時々雨
2010/10/27,12.6,0,6,10,13.9,晴後曇,晴時々曇
2010/10/28,10,33.5,0,13.9,12.3,雨後曇,雨一時曇
2010/10/29,13.9,0,0,12.3,15.9,曇後雨,曇
2010/10/30,12.3,58.5,0,15.9,16.6,曇一時雨,大雨
2010/10/31,15.9,1,0.1,16.6,16.6,大雨一時曇、雷を伴う,曇時々雨
2010/11/1,16.6,50.5,2.3,16.6,14.6,晴一時曇,曇時々雨後晴
2010/11/2,16.6,0,6.6,14.6,12.1,薄曇時々晴,薄曇一時晴
2010/11/3,14.6,0,8.7,12.1,13.9,晴後時々曇,快晴
2010/11/4,12.1,0,3.1,13.9,15.4,快晴,曇後晴
2010/11/5,13.9,0,9.7,15.4,14.9,快晴,快晴
2010/11/6,15.4,0,9,14.9,16.1,曇時々晴,晴
2010/11/7,14.9,0,2.5,16.1,16.8,薄曇,曇後晴
2010/11/8,16.1,0,7.4,16.8,14.3,晴一時曇,晴
2010/11/9,16.8,0,9.6,14.3,14.1,快晴,快晴
2010/11/10,14.3,0,9.6,14.1,15.3,快晴,晴
2010/11/11,14.1,0,8.7,15.3,16.2,晴後一時曇,晴
2010/11/12,15.3,0,7.1,16.2,15.6,晴後薄曇,晴
2010/11/13,16.2,0,2.5,15.6,11.9,曇,薄曇
2010/11/14,15.6,0,0.1,11.9,10,快晴,曇
2010/11/15,11.9,6.5,1.1,10,8.8,雨時々曇後晴,曇後時々雨
2010/11/16,10,0,8.1,8.8,10.9,曇後時々雨,晴後時々薄曇
2010/11/17,8.8,4,0,10.9,11.7,雨,雨時々曇
2010/11/18,10.9,0.5,5.3,11.7,13.3,晴,晴時々曇
2010/11/19,11.7,0,6.7,13.3,14.1,薄曇時々晴,晴後一時曇
2010/11/20,13.3,0,5.7,14.1,14.1,晴時々曇,晴時々曇
2010/11/21,14.1,0,2.4,14.1,13.8,曇一時雨,曇一時晴
2010/11/22,14.1,3.5,0,13.8,11.3,雨,曇時々雨
2010/11/23,13.8,18.5,1.7,11.3,10.6,曇時々晴,雨後曇
2010/11/24,11.3,0,5.9,10.6,12.8,晴一時曇,薄曇時々晴
2010/11/25,10.6,8,3.9,12.8,12.1,雨時々曇,薄曇
2010/11/26,12.8,3,0.5,12.1,13.1,曇一時雨,曇
2010/11/27,12.1,0,7.1,13.1,12.3,快晴,晴時々曇
2010/11/28,13.1,0,8.5,12.3,12.2,晴一時薄曇,晴後薄曇
2010/11/29,12.3,0,8.8,12.2,13.5,快晴,快晴
2010/11/30,12.2,0,6.3,13.5,13.9,薄曇,薄曇時々晴
2010/12/1,13.5,0,6.7,13.9,17,晴時々薄曇,薄曇
2010/12/2,13.9,0.5,4.8,17,12.4,曇後大雨,晴後曇
2010/12/3,17,76,5.3,12.4,11.7,快晴,大雨後晴、雷を伴う
2010/12/4,12.4,0,9.3,11.7,12.9,快晴,快晴
2010/12/5,11.7,0,9.1,12.9,12.2,晴時々曇,快晴
2010/12/6,12.9,0,6.1,12.2,9.2,晴後薄曇,曇後晴
2010/12/7,12.2,0,2.6,9.2,9.1,曇後雨,曇
2010/12/8,9.2,7.5,6.8,9.1,10.6,晴時々曇一時雨,晴一時雨
2010/12/9,9.1,0,8.3,10.6,13.1,快晴,快晴
2010/12/10,10.6,0,9,13.1,11.9,晴時々曇一時雨,快晴
2010/12/11,13.1,0,8.9,11.9,8.2,曇後晴,晴
2010/12/12,11.9,0,7.6,8.2,11.2,曇,晴後一時曇
2010/12/13,8.2,9.5,0,11.2,10.6,雨,曇後雨
2010/12/14,11.2,8.5,0,10.6,6.1,晴,曇時々雨
2010/12/15,10.6,0,5.7,6.1,7,曇後一時雨,晴後曇
2010/12/16,6.1,0,0,7,8.2,晴一時薄曇,曇一時雨
2010/12/17,7,0,8.8,8.2,7.4,晴後一時曇,晴
2010/12/18,8.2,0,9.1,7.4,10.7,晴後一時曇,快晴
2010/12/19,7.4,0,3.4,10.7,9.9,曇,曇一時晴
2010/12/20,10.7,0,6.9,9.9,13.3,快晴,曇後晴
2010/12/21,9.9,15,1.4,13.3,12.1,大雨一時曇,曇
2010/12/22,13.3,28.5,5,12.1,8.2,快晴,晴時々曇
2010/12/23,12.1,0,9.2,8.2,5.6,快晴,快晴
2010/12/24,8.2,0,7.5,5.6,6.7,晴,晴
2010/12/25,5.6,0,9,6.7,7.2,快晴,快晴
2010/12/26,6.7,0,8.2,7.2,7.2,薄曇後晴,晴
2010/12/27,7.2,0,9,7.2,8.1,快晴,快晴
2010/12/28,7.2,0,8.6,8.1,4.9,晴一時曇,晴
2010/12/29,8.1,0,8.1,4.9,5.8,快晴,晴後一時薄曇
2010/12/30,4.9,0,1.8,5.8,6.6,曇一時みぞれ,曇時々晴
2010/12/31,5.8,0,8.7,6.6,7,快晴,晴
2011/1/1,6.6,0,7.9,7,5.9,晴,晴後一時曇
2011/1/2,7,0,8.4,5.9,6.3,晴,薄曇後晴
2011/1/3,5.9,0,5.2,6.3,7.3,曇一時晴,晴後一時曇
2011/1/4,6.3,0,8.4,7.3,6.5,快晴,晴
2011/1/5,7.3,0,7.4,6.5,4,晴時々薄曇,晴後薄曇
2011/1/6,6.5,0,6.7,4,5.9,快晴,晴
2011/1/7,4,0,9.2,5.9,6.1,快晴,快晴
2011/1/8,5.9,0,9.2,6.1,3.4,快晴,快晴
2011/1/9,6.1,0,9.1,3.4,3.8,晴時々曇,快晴
2011/1/10,3.4,0,9.2,3.8,5.1,晴,快晴
2011/1/11,3.8,0,6.7,5.1,4.4,曇後一時晴,晴後曇
2011/1/12,5.1,0,8.4,4.4,3.8,快晴,快晴
2011/1/13,4.4,0,8.6,3.8,4,晴一時曇,快晴
2011/1/14,3.8,0,9.1,4,2.2,晴後薄曇,快晴
2011/1/15,4,0,1.1,2.2,5,曇時々晴,薄曇
2011/1/16,2.2,0,8.2,5,5.5,快晴,晴
2011/1/17,5,0,8.7,5.5,6.3,快晴,快晴
2011/1/18,5.5,0,9.4,6.3,5.4,晴,快晴
2011/1/19,6.3,0,9.3,5.4,5,晴一時薄曇,快晴
2011/1/20,5.4,0,9.4,5,6,曇時々晴,快晴
2011/1/21,5,0,9.3,6,5.7,曇時々晴,晴
2011/1/22,6,0,9.4,5.7,5.1,快晴,快晴
2011/1/23,5.7,0,6.3,5.1,5.9,曇時々雨,晴後薄曇
2011/1/24,5.1,3.5,3.5,5.9,5.3,雨一時みぞれ後晴、あられを伴う,曇後晴
2011/1/25,5.9,0,8.6,5.3,5.5,晴一時曇,快晴
2011/1/26,5.3,0,7.3,5.5,3.7,快晴,晴
2011/1/27,5.5,0,8,3.7,4.2,晴,晴
2011/1/28,3.7,0,9.3,4.2,2.9,晴後曇,晴
2011/1/29,4.2,0,7.8,2.9,2.9,晴,薄曇時々晴
2011/1/30,2.9,0,5.1,2.9,5.9,快晴,晴時々曇一時雪
2011/1/31,2.9,0,9.7,5.9,5.8,快晴,快晴
2011/2/1,5.9,0,9.6,5.8,7.4,快晴,快晴
2011/2/2,5.8,0,2.2,7.4,8.8,曇後晴,曇一時晴
